price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE
75000000,2021 10 01T18:01:44.000Z,EL TAREF,BON TAT,IDEAPAD,,INTEL CORE I5 750S,4GB,128GB,,14,,,
33500000,2021 11 10T21:24:14.000Z,COLLO,JAMAIS UTILIS,AERO,NVIDIA GEFORCE RTX 3060,11TH GEN INTEL CORE I7 11800H,16GB,1TB,,15.6,,3840x2160,
17000000,2021 09 11T20:27:59.000Z,MECHERIA,,STEALTH,NVIDIA GEFORCE GTX 1060,INTEL CORE I7 7700HQ,16GB,,,17.3,120Hz,,
12000000,2025 03 06T00:28:39.000Z,ES SENIA,,ROG,NVIDIA GEFORCE RTX 1650,AMD RYZEN 7 5800HS,16GB,512GB,,14,,,
11000000,2024 10 09T18:10:21.000Z,TIZI OUZOU,BON TAT,,AMD RADEON RX 580,AMD RYZEN 5 2400G,16GB,128GB,145GB,,60Hz,,
9999999,2025 02 18T21:30:18.000Z,MOHAMMADIA,,XPS,,10TH GEN INTEL CORE I5 10300H,8GB,512GB,,15,,1920x1080,
9900000,2025 04 29T19:42:16.000Z,CHELGHOUM LAID,,THINKPAD,,AMD RYZEN 5 7520U,8GB,,,,,,
9000000,2025 07 01T17:26:43.000Z,ALGER CENTRE,BON TAT,LATITUDE,,11TH GEN INTEL CORE I5,16GB,512GB,,,,,
8976378,2025 02 23T10:25:42.000Z,MOSTAGANEM,JAMAIS UTILIS,SWORD,NVIDIA GEFORCE RTX 4070,INTEL CORE I7 13700HX,16GB,1TB,,16,,,
8400000,2024 12 11T23:17:24.000Z,HAMMA BOUZIANE,BON TAT,LATITUDE,,11TH GEN INTEL CORE I5 1145G7,8GB,256GB,,14,,,DDR4
8000000,2024 10 15T22:42:29.000Z,BORDJ BOU ARRERIDJ,,PAVILION,,AMD RYZEN 5 PRO 8540U,16GB,256GB,,13,,,
8000000,2025 03 21T18:52:03.000Z,AIN FAKROUN,,LATITUDE,,11TH GEN INTEL CORE I5 1135G7,16GB,512GB,,14,,1920x1080,
7900000,2025 05 31T12:53:56.000Z,AIN SMARA,BON TAT,ELITEBOOK,,INTEL CORE I5 1235U,16GB,512GB,,15,,,
7200000,2025 07 27T13:24:22.000Z,TOLGA,JAMAIS UTILIS,,,10TH GEN INTEL CORE I5 10210U,,,,,,,
7000000,2025 07 02T15:47:12.000Z,ALGER CENTRE,BON TAT,LATITUDE,,INTEL CORE I5 8365U,16GB,256GB,,14.1,,,
6800000,2024 11 16T13:03:22.000Z,SOUK AHRAS,BON TAT,THINKPAD,,11TH GEN INTEL CORE I7 1165G7,8GB,512GB,,16.4,,,
6500000,2024 08 27T19:50:09.000Z,,,LATITUDE,,11TH GEN INTEL CORE I5,8GB,256GB,,12,,,
6000000,2022 12 11T15:54:20.000Z,AIN AZEL,BON TAT,MACBOOK,,INTEL CORE I5,4GB,512GB,,13,,,DDR3
6000000,2025 07 30T12:33:14.000Z,BOUZAREAH,BON TAT,VIVOBOOK,,AMD RYZEN 5 4500U,8GB,,,,,,
6000000,2025 02 22T16:46:31.000Z,DJENDEL,,THINKPAD,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,14,,1920x1080 FHD,DDR4
6000000,2024 08 12T16:01:56.000Z,BEN MEHDI,,THINKPAD,,12TH GEN INTEL CORE I3,4GB,256GB,,15,,,
5800000,2024 10 07T22:40:11.000Z,EZZOUAR,,INSPIRON,,INTEL CORE I7,32GB,500GB,,15,,,
5649841,2025 02 23T10:22:09.000Z,MOSTAGANEM,,ROG,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13900H,16GB,1TB,,16,,,
5600000,2025 03 12T00:57:06.000Z,EL TAREF,BON TAT,,,AMD RYZEN 5 5600G,8GB,256GB,,,,,DDR4
5600000,2025 03 12T00:52:05.000Z,BOUTELDJA,BON TAT,,,AMD RYZEN 5 5600G,8GB,256GB,,,,,DDR4
5600000,2025 03 12T01:16:30.000Z,BOUTELDJA,BON TAT,,,AMD RYZEN 5 5600G,8GB,256GB,,,,,
5500000,2025 07 19T21:38:29.000Z,GUELMA,,PROBOOK,,10TH GEN INTEL CORE I5,8GB,256GB,,14,,1920x1080 FHD,
5000000,2024 12 22T13:11:26.000Z,DOUERA,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I5,256GB,,,,,,
5000000,2021 08 27T13:48:53.000Z,MAZOUNA,BON TAT,ASPIRE,,4TH GEN INTEL CORE I3 4005U,4GB,,500GB,15.6,,,
4500000,2025 04 18T14:37:21.000Z,AIN EL HADJAR,JAMAIS UTILIS,,,INTEL CORE I3 5005U,128GB,128GB,,15.6,,,
4500000,2025 07 14T10:46:33.000Z,MOHAMMADIA,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I5 8350U,8GB,,,14,,1920x1080 FHD,
4500000,2024 09 11T09:48:21.000Z,,,,,7TH GEN INTEL CORE I5 7300U,8GB,,,14,,,
4500000,2025 07 08T20:29:04.000Z,BLIDA,BON TAT,PAVILION,,6TH GEN INTEL CORE I5 6200U,8GB,250GB,,16,,,
4000000,2025 05 31T21:23:17.000Z,LAGHOUAT,,THINKPAD,,INTEL CORE I5 6300U,16GB,512GB,,14,,,
4000000,2021 07 26T16:12:56.000Z,AIN OULMENE,BON TAT,PAVILION,,INTEL CORE I3 4005U,4GB,,4TB,,,,
3550000,2025 08 01T00:34:53.000Z,EL BIAR,,MACBOOK,APPLE 24-CORE GPU,APPLE M1 MAX,32GB,1TB,,16,,,
3500000,2025 03 12T17:27:31.000Z,ALGER CENTRE,,VECTOR,NVIDIA GEFORCE RTX 3070 TI,INTEL CORE I7 12700H,16GB,512GB,,15.6,,1920x1080,
3500000,2025 01 22T19:28:06.000Z,NEDROMA,BON TAT,PROBOOK,,INTEL CORE I5 3360M,4GB,,320GB,,,,DDR3
3000000,2024 10 18T11:03:31.000Z,AIN BENIAN,BON TAT,PAVILION,,INTEL CORE I5 4210M,8GB,,,15,,,
2900000,2024 09 19T09:08:38.000Z,BEJAIA,,PAVILION,,INTEL CELERON,8GB,1TB,,,,,
2900000,2025 06 01T21:57:31.000Z,EL OUED,BON TAT,IDEAPAD,,AMD A6 7310 APU,4GB,128GB,,17,,,
2500000,2025 08 07T10:01:10.000Z,BOUZAREAH,BON TAT,LATITUDE,,INTEL CORE I5,8GB,128GB,,14,,,
2500000,2024 09 02T08:01:48.000Z,,,VIVOBOOK,,INTEL CELERON N3060,2GB,,,,,,
2500000,2025 07 06T12:03:30.000Z,CHLEF,MOYEN,INSPIRON,,8TH GEN INTEL CORE I5,8GB,512GB,,14,,,
2400000,2024 11 21T19:01:51.000Z,HRAOUA,,VIVOBOOK,NVIDIA GEFORCE GT 310,INTEL CORE I3 370M,4GB,,,15.6,,,
2000000,2025 03 15T21:59:00.000Z,MESRA,,SPECTRE,,INTEL CORE I7,32GB,1000GB,,,,,
2000000,2025 06 01T23:56:50.000Z,EL OUED,BON TAT,LATITUDE,,INTEL CORE I5 M520,6GB,,300GB,14,,,
2000000,2025 05 29T22:04:00.000Z,ROUIBA,,THINKPAD,,AMD 3020E,4GB,,1TB,,,,
1900000,2024 11 10T10:27:20.000Z,BOU ISMAIL,,MACBOOK,,APPLE M2,16GB,,,13,,,
1900000,2024 08 15T09:26:14.000Z,ANNABA,,LEGION,NVIDIA GEFORCE RTX 3070 TI,AMD RYZEN 7,32GB,2TB,,16,,,
1550000,2024 08 24T19:24:19.000Z,KHEMIS MILIANA,JAMAIS UTILIS,VIVOBOOK,,AMD RYZEN 7 7730U,8GB,1TB,,16,,1920x1200,
1499000,2025 07 09T10:07:00.000Z,EZZOUAR,JAMAIS UTILIS,IDEAPAD,,13TH GEN INTEL CORE I7 13620H,16GB,512GB,,15.6,,1920x1080,LPDDR5
1495000,2024 11 23T12:10:30.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,128GB,8TB,,16,,,
1450000,2025 01 05T16:34:18.000Z,ALGER CENTRE,BON TAT,PAVILION,,INTEL CORE I5,16GB,,10TB,,,,
1400000,2025 05 19T17:30:27.000Z,MILIANA,BON TAT,NITRO,NVIDIA GEFORCE RTX 3050,11TH GEN INTEL CORE I5,16GB,1TB+240GB,,,,,
1300000,2025 05 09T10:36:29.000Z,ANNABA,BON TAT,OMEN,NVIDIA GEFORCE RTX 2070 SUPER,INTEL CORE I7 10750H,16GB,1TB,,17,,,
1300000,2025 06 24T13:22:19.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,256GB,4TB,,16,,,
1250000,2025 08 05T08:18:57.000Z,EL BIAR,,MACBOOK,,APPLE M1,8GB,256GB,,13,,,
1234567,2024 12 30T13:07:04.000Z,BIRKHADEM,BON TAT,MACBOOK,,APPLE M1,8GB,512GB,,13,,,
1223789,2025 01 30T16:46:04.000Z,LAGHOUAT,,ELITEBOOK,,8TH GEN INTEL CORE I5 8350U,16GB,250GB,,,,1920x1080,
1200000,2025 07 19T21:27:29.000Z,GUELMA,MOYEN,IDEAPAD,,6TH GEN INTEL CORE I3,4GB,128GB,,12,,1920x1080 FHD,
1111111,2025 07 31T08:38:15.000Z,AIN OULMENE,BON TAT,INSPIRON,,8TH GEN INTEL CORE I5,,,,,,,
1100000,2025 02 08T12:45:19.000Z,BORDJ GHEDIR,,,,AMD RYZEN 5 5600G,16GB,256GB,,27,,,
1090000,2025 08 10T15:59:40.000Z,EZZOUAR,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 5090,INTEL ULTRA 9 275HX,64GB,4TB,,,,,
1000000,2025 06 15T10:54:06.000Z,SOUGUEUR,BON TAT,TUF,NVIDIA GEFORCE GTX 1650,10TH GEN INTEL CORE I5 10400F,16GB,,,,,,
999999,2025 01 06T22:38:02.000Z,AIN AZEL,,INSPIRON,NVIDIA GEFORCE RTX 3050,11TH GEN INTEL CORE I5 11260H,16GB,512GB,,,,,
980000,2025 07 03T19:49:39.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 5080,INTEL CORE ULTRA 9 285HX,64GB,4TB,,,,,
980000,2025 06 10T14:52:01.000Z,ALGER CENTRE,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 5090,INTEL CORE ULTRA 9 275HX,32GB,2TB,,16,240Hz,3K,DDR5
950000,2025 08 04T10:00:52.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M4 MAX,48GB,1TB,,16.2,,3456x2234,
950000,2025 07 05T17:36:21.000Z,BORDJ BOU ARRERIDJ,,GALAXY,,13TH GEN INTEL CORE I5,8GB,256GB,,15.6,,1920x1080 FHD,DDR4
940000,2025 07 10T17:03:25.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 5080,INTEL CORE ULTRA 9 285HX,64GB,4TB,,,,,
897000,2025 01 20T10:19:31.000Z,DRARIA,JAMAIS UTILIS,ZBOOK,NVIDIA RTX A3000,13TH GEN INTEL CORE I9 13900H,,,,,,,
880000,2024 08 29T07:37:05.000Z,,,MACBOOK,,APPLE M3 MAX,96GB,4TB,,14,,,
880000,2024 12 19T08:31:14.000Z,BIR EL DJIR,,SURFACE,,11TH GEN INTEL CORE I7,8GB,256GB,,,,,
870000,2025 03 02T09:15:52.000Z,ANNABA,,SURFACE,,12TH GEN INTEL CORE I5 1235U,8GB,256GB,,13.5,,,DDR4
860000,2025 08 11T09:24:37.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 5080,INTEL CORE ULTRA 9 285HX,64GB,4TB,,18,,3840x2160,DDR5
850000,2025 04 28T18:34:43.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 38-CORE GPU,APPLE M2 MAX,128GB,2TB,,14.2,,,
850000,2025 06 12T21:03:11.000Z,MOSTAGANEM,,INSPIRON,,13TH GEN INTEL CORE I5 1345U,16GB,512GB,,15.6,,,
840000,2025 07 26T08:15:35.000Z,EZZOUAR,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 4090,14TH GEN INTEL CORE I9 14900HX,32GB,2TB,,18,300Hz,,DDR5
830000,2025 07 26T11:48:09.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,128GB,,,,,,
830000,2025 07 26T15:17:01.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,64GB,2TB,,16,,,
820000,2025 03 19T22:32:46.000Z,ALGER CENTRE,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4090,INTEL ULTRA 9 185H,32GB,1TB,,16,240Hz,,
800000,2024 10 05T14:31:48.000Z,BIR EL DJIR,BON TAT,PROBOOK,,INTEL CORE I7 10510U,16GB,512GB,,14,,1920x1080 FHD,DDR4
800000,2025 07 26T15:17:03.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,64GB,2TB,,,,,
795000,2025 07 31T16:45:03.000Z,HUSSEIN DEY,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 14900HX,,,,,,,
795000,2025 08 09T09:16:02.000Z,KOUBA,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 14900HX,,,,,,,
795000,2024 11 23T12:10:30.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,48GB,1TB,,16,,,
795000,2025 05 03T13:55:16.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 38-CORE GPU,APPLE M2 MAX,128GB,2TB,,14,,,
780000,2025 04 06T21:59:49.000Z,ALGER CENTRE,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 14900HX,32GB,2TB,,,,,
780000,2025 01 14T21:26:47.000Z,ALGER CENTRE,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 14900HX,64GB,,,,,,
770000,2025 08 11T13:36:43.000Z,EZZOUAR,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 5080,INTEL ULTRA 9 275HX,64GB,2TB,,18,300Hz,2560x1440,LPDDR5X
770000,2025 05 30T10:26:55.000Z,MOHAMMADIA,JAMAIS UTILIS,MACBOOK,,APPLE M4 MAX,36GB,1TB,,14,,,
750000,2025 07 30T09:25:52.000Z,MOHAMMADIA,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4080,INTEL CORE I9 14900HX,32GB,1TB,,,,,
750000,2024 09 02T20:35:58.000Z,,,ALIENWARE,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13950HX,64GB,4TB,,18,,,
750000,2021 07 31T21:04:56.000Z,GHARDAIA,,MACBOOK,,INTEL CORE I5 2310,8GB,16GB,,16,,,
750000,2025 03 20T00:58:22.000Z,BORDJ EL KIFFAN,JAMAIS UTILIS,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,24GB,512GB,,16,,,Unified
750000,2025 08 11T11:31:27.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,48GB,1TB,,16.2,,,
750000,2025 07 26T15:17:02.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,256GB,1TB,,14,,,
750000,2025 07 26T11:48:10.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,32GB,1TB,,14,,,
750000,2025 08 11T11:31:25.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,48GB,1TB,,16,,,
750000,2025 02 23T16:38:18.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,NVIDIA RTX A5500,12TH GEN INTEL CORE I9 12950HX,64GB,,,,,,
746000,2025 08 07T09:02:53.000Z,BEN AKNOUN,,MACBOOK,,APPLE M3 MAX,64GB,2TB,,16,,,
745000,2025 07 25T11:07:40.000Z,KOUBA,,MACBOOK,APPLE 30-CORE GPU,APPLE M3 MAX,128GB,4TB,,14,,3024x1964,LPDDR5X
735000,2025 08 10T12:16:22.000Z,EL MOURADIA,JAMAIS UTILIS,MACBOOK,APPLE 30-CORE GPU,APPLE M3 MAX,36GB,1TB,,14,,,Unified
729000,2025 05 21T12:55:00.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 5080,INTEL CORE ULTRA 9 275HX,32GB,1TB,,16,240Hz,2560x1440,DDR5
729000,2025 07 25T11:08:03.000Z,KOUBA,,MAC,APPLE 40-CORE GPU,APPLE M3 MAX,,,,,,,
725000,2025 08 11T09:24:37.000Z,EZZOUAR,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 5080,AMD RYZEN AI 9 365,32GB,1TB,,16,240Hz,2.5K,LPDDR5X
720000,2025 02 06T22:37:55.000Z,BENI OULBANE,BON TAT,GALAXY,,8TH GEN INTEL CORE I7 8650U,8GB,256GB,,13,,,
718000,2025 03 03T11:16:27.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,36GB,1TB,,16,,,
716000,2025 08 07T09:02:52.000Z,BEN AKNOUN,,MACBOOK,APPLE 32-CORE GPU,APPLE M4 MAX,36GB,1TB,,16,,,
710000,2025 08 11T11:31:25.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 40-CORE GPU,APPLE M3 MAX,48GB,1TB,,,,,
700000,2025 08 11T11:31:24.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,16GB,512GB,,16.2,,,
700000,2025 03 14T08:46:01.000Z,AIN BENIAN,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,256GB,512GB,,16,,,
700000,2025 07 26T11:48:10.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 30-CORE GPU,APPLE M3 MAX,32GB,1TB,,16.2,,,
700000,2025 07 26T11:48:08.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,128GB,1TB,,16,,,
700000,2024 11 10T08:37:31.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 38-CORE GPU,APPLE M2 MAX,32GB,1TB,,16,,,
700000,2024 07 31T17:32:43.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M1 MAX,64GB,2TB,,16.2,,,DDR5
699000,2025 08 11T11:31:29.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,64GB,1TB,,16.2,,,
695000,2025 07 25T11:07:41.000Z,KOUBA,JAMAIS UTILIS,THINKPAD,NVIDIA RTX 4000 ADA,INTEL CORE I9 13980HX,64GB,2TB,,,,,
690000,2025 07 26T08:15:38.000Z,EZZOUAR,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4090,INTEL CORE ULTRA 9 185H,32GB,,,,,,
690000,2025 01 14T21:09:44.000Z,ALGER CENTRE,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 14900HX,64GB,2TB,,16,,3K,DDR5X
690000,2025 08 11T11:31:21.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13900H,32GB,1TB,,16,165Hz,2560x1600,DDR5
690000,2025 07 20T15:41:05.000Z,AZAZGA,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,48GB,512GB,,16,,,
690000,2025 08 10T15:59:40.000Z,EZZOUAR,JAMAIS UTILIS,VECTOR,NVIDIA GEFORCE RTX 5080,AMD RYZEN 9 9955HX,64GB,2TB,,18,240Hz,QHD+,DDR5
690000,2025 08 11T11:31:20.000Z,EZZOUAR,JAMAIS UTILIS,ZENBOOK,NVIDIA GEFORCE RTX 4090,AMD RYZEN 9 7945HX,32GB,2TB,,15.6,,,DDR5
689000,2025 08 11T09:31:51.000Z,EZZOUAR,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4090,INTEL CORE ULTRA 9 185H,32GB,2TB,,16,480Hz,1920x1200,
680000,2025 03 07T08:27:04.000Z,STAOUELI,JAMAIS UTILIS,STEALTH,,INTEL CORE ULTRA 9 185H,64GB,,,18,,,
680000,2025 07 25T11:07:01.000Z,KOUBA,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 14900HX,32GB,2TB,,,,,
665000,2025 07 26T11:48:10.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 30-CORE GPU,APPLE M3 MAX,32GB,1TB,,14,,,
660000,2025 08 01T00:55:00.000Z,MANSOURAH,,LATITUDE,,7TH GEN INTEL CORE I5,8GB,256GB,,,,,
660000,2025 07 26T08:15:35.000Z,EZZOUAR,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 4080,14TH GEN INTEL CORE I9 14900HX,32GB,,,,,,
660000,2025 06 21T07:01:39.000Z,EZZOUAR,JAMAIS UTILIS,VECTOR,NVIDIA GEFORCE RTX 4090,13TH GEN INTEL CORE I9 14900HX,32GB,1TB,,,,,
660000,2025 05 25T12:44:37.000Z,KOUBA,JAMAIS UTILIS,LATITUDE,,11TH GEN INTEL CORE I5 1135G7,16GB,256GB,,14,,,
654000,2025 03 03T11:16:28.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,36GB,1TB,,14,,,
650000,2024 11 16T08:31:37.000Z,EZZOUAR,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4090,INTEL ULTRA 9 185H,32GB,2TB,,16,240Hz,2.5K,DDR5
650000,2024 08 27T10:20:46.000Z,EZZOUAR,,THINKPAD,,INTEL CORE I5 8250U,8GB,256GB,,14,,,
650000,2024 09 28T06:04:47.000Z,BACHDJERRAH,,VIVOBOOK,,INTEL CORE I5 1021U,12GB,,,15.6,,,
639000,2024 12 05T09:20:10.000Z,HUSSEIN DEY,JAMAIS UTILIS,MACBOOK,APPLE 8-CORE GPU,APPLE M3 MAX,36GB,1TB,,14,,,
635000,2025 07 22T06:33:30.000Z,MOHAMMADIA,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,36GB,1TB,,14,,,
635000,2025 07 25T11:07:02.000Z,KOUBA,JAMAIS UTILIS,BLADE,NVIDIA GEFORCE RTX 4090,13TH GEN INTEL CORE I9 13950HX,32GB,2TB,,18,,,LPDDR5
630000,2024 12 04T20:31:23.000Z,CONSTANTINE,JAMAIS UTILIS,VECTOR,NVIDIA GEFORCE RTX 4090,13TH GEN INTEL CORE I9 13980HX,32GB,1TB,,17,165Hz,1920x1200,
628000,2024 09 22T16:29:38.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4090,INTEL CORE ULTRA 9 185H,64GB,2TB,,,,,
625000,2025 06 30T01:45:22.000Z,EZZOUAR,JAMAIS UTILIS,PRECISION,NVIDIA GEFORCE RTX 4000,13TH GEN INTEL CORE I9 13950HX,32GB,1TB,,16,,,
625000,2025 07 20T16:31:33.000Z,EZZOUAR,JAMAIS UTILIS,PRECISION,NVIDIA GEFORCE RTX 4090,13TH GEN INTEL CORE I9 13950HX,32GB,1TB,,17,,,
620000,2024 12 11T14:20:24.000Z,HUSSEIN DEY,,STEALTH,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13980HX,64GB,2TB,,17,,,
620000,2025 08 04T10:00:53.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 30-CORE GPU,APPLE M3 MAX,36GB,1TB,,14,,4K,
620000,2025 08 09T18:37:18.000Z,BOUMERDES,,THINKPAD,,13TH GEN INTEL CORE I9 13900H,32GB,2TB,,16,,,
620000,2024 09 05T05:24:46.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,NVIDIA RTX A4500,12TH GEN INTEL CORE I9 12950HX,32GB,1TB,,16,,,DDR5
618000,2025 02 14T18:39:22.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,,APPLE M2 MAX,64GB,8TB,,14,,,
615000,2025 03 22T11:59:30.000Z,MOHAMMADIA,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13900HX,32GB,1TB,,16,,,
615000,2025 07 27T20:36:39.000Z,KOUBA,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4090,13TH GEN INTEL CORE I9 13950HX,64GB,2TB,,17,240Hz,2560x1440,
600000,2024 09 05T05:24:44.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE I7 1185G7,16GB,1TB,,14,,1920x1080,DDR4X
600000,2025 06 30T10:20:18.000Z,ANNABA,JAMAIS UTILIS,MACBOOK,,APPLE M4,16GB,512GB,,14,,,
600000,2024 11 17T11:42:56.000Z,EL HARRACH,,MACBOOK,,APPLE M2 MAX,64GB,4TB,,16,,,
600000,2024 09 29T12:25:02.000Z,OUM EL BOUAGHI,,,,AMD RYZEN 5 3400G,16GB,,,,,,
600000,2022 12 04T22:44:22.000Z,EZZOUAR,,PRECISION,NVIDIA RTX A4000,11TH GEN INTEL CORE I9 11950H,64GB,1TB,,17,,,DDR4
595000,2025 07 25T11:06:59.000Z,KOUBA,,ROG,NVIDIA GEFORCE RTX 4090,INTEL CORE I9 13980HX,64GB,2TB,,18,240Hz,QHD+,DDR5
594000,2025 03 08T11:23:50.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M4 PRO,32GB,512GB,,16,,,
590000,2025 08 11T11:31:27.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,32GB,1TB,,14,,,
590000,2025 03 30T08:45:41.000Z,EL BIAR,,MACBOOK,APPLE 30-CORE GPU,APPLE M2 MAX,64GB,1TB,,16,,,
590000,2024 12 01T19:59:16.000Z,EL BIAR,,MACBOOK,,APPLE M2 MAX,64GB,1TB,,16,,,
585000,2024 11 23T12:10:31.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3 MAX,36GB,1TB,,14,,,
585000,2025 08 10T17:46:34.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M1 MAX,64GB,8TB,,16,,,
585000,2025 08 02T18:16:41.000Z,KOUBA,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4080,14TH GEN INTEL CORE I9 14900HX,32GB,1TB,,18,240Hz,WQXGA,
580000,2025 02 23T19:00:12.000Z,EZZOUAR,BON TAT,MACBOOK,APPLE 24-CORE GPU,APPLE M1 MAX,64GB,4TB,,16,,,
580000,2025 07 14T13:12:37.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4080,14TH GEN INTEL CORE I9 14900HX,32GB,2TB,,16,,,DDR5
570000,2022 11 14T13:36:54.000Z,EZZOUAR,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 3050 TI,12TH GEN INTEL CORE I9 12900HK,32GB,1TB,,15.6,,3840x2160,
560000,2025 03 23T16:54:27.000Z,AIN BENIAN,,,NVIDIA GEFORCE RTX 4080,INTEL CORE I9 14900HX,32GB,1TB,,16,,,DDR5
560000,2025 08 04T10:00:52.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 20-CORE GPU,APPLE M4 PRO,24GB,512GB,,16,,3456x2234,
